date,sku,opening_stock,received_units,units,closing_stock
2025-05-18,22748,276,0,27,249
2025-05-19,22748,249,0,21,228
2025-05-20,22748,228,0,22,206
2025-05-21,22748,206,0,21,185
2025-05-22,22748,185,0,23,162
2025-05-23,22748,162,0,24,138
2025-05-24,22748,138,320,27,431
2025-05-25,22748,431,0,26,405
2025-05-26,22748,405,0,21,384
2025-05-27,22748,384,0,22,362
2025-05-28,22748,362,0,21,341
2025-05-29,22748,341,0,21,320
2025-05-30,22748,320,0,25,295
2025-05-31,22748,295,0,27,268
2025-06-01,22748,268,0,25,243
2025-06-02,22748,243,0,21,222
2025-06-03,22748,222,0,20,202
2025-06-04,22748,202,0,21,181
2025-06-05,22748,181,0,21,160
2025-06-06,22748,160,0,22,138
2025-06-07,22748,138,320,27,431
2025-06-08,22748,431,0,24,407
2025-06-09,22748,407,0,20,387
2025-06-10,22748,387,0,21,366
2025-06-11,22748,366,0,22,344
2025-06-12,22748,344,0,21,323
2025-06-13,22748,323,0,24,299
2025-06-14,22748,299,0,27,272
2025-06-15,22748,272,0,25,247
2025-06-16,22748,247,0,21,226
2025-06-17,22748,226,0,21,205
2025-06-18,22748,205,0,20,185
2025-06-19,22748,185,0,23,162
2025-06-20,22748,162,0,24,138
2025-06-21,22748,138,318,26,430
2025-06-22,22748,430,0,27,403
2025-06-23,22748,403,0,20,383
2025-06-24,22748,383,0,20,363
2025-06-25,22748,363,0,21,342
2025-06-26,22748,342,0,23,319
2025-06-27,22748,319,0,23,296
2025-06-28,22748,296,0,27,269
2025-06-29,22748,269,0,24,245
2025-06-30,22748,245,0,19,226
2025-07-01,22748,226,0,21,205
2025-07-02,22748,205,0,21,184
2025-07-03,22748,184,0,23,161
2025-07-04,22748,161,0,23,138
2025-07-05,22748,138,319,26,431
2025-07-06,22748,431,0,27,404
2025-07-07,22748,404,0,20,384
2025-07-08,22748,384,0,20,364
2025-07-09,22748,364,0,23,341
2025-07-10,22748,341,0,21,320
2025-07-11,22748,320,0,23,297
2025-07-12,22748,297,0,26,271
2025-07-13,22748,271,0,25,246
2025-07-14,22748,246,0,21,225
2025-07-15,22748,225,0,20,205
2025-07-16,22748,205,0,23,182
2025-07-17,22748,182,0,21,161
2025-07-18,22748,161,0,23,138
2025-07-19,22748,138,328,27,439
2025-07-20,22748,439,0,25,414
2025-07-21,22748,414,0,20,394
2025-07-22,22748,394,0,22,372
2025-07-23,22748,372,0,23,349
2025-07-24,22748,349,0,22,327
2025-07-25,22748,327,0,23,304
2025-07-26,22748,304,0,28,276
2025-07-27,22748,276,0,26,250
2025-07-28,22748,250,0,21,229
2025-07-29,22748,229,0,22,207
2025-07-30,22748,207,0,23,184
2025-07-31,22748,184,0,23,161
2025-08-01,22748,161,0,23,138
2025-08-02,22748,138,336,28,446
2025-08-03,22748,446,0,26,420
2025-08-04,22748,420,0,20,400
2025-08-05,22748,400,0,22,378
2025-08-06,22748,378,0,23,355
2025-08-07,22748,355,0,24,331
2025-08-08,22748,331,0,24,307
2025-08-09,22748,307,0,27,280
2025-08-10,22748,280,0,25,255
2025-08-11,22748,255,0,22,233
2025-08-12,22748,233,0,22,211
2025-08-13,22748,211,0,23,188
2025-08-14,22748,188,0,24,164
2025-08-15,22748,164,0,26,138
2025-08-16,22748,138,335,28,445
2025-08-17,22748,445,0,26,419
2025-08-18,22748,419,0,22,397
2025-08-19,22748,397,0,22,375
2025-08-20,22748,375,0,22,353
2025-08-21,22748,353,0,22,331
2025-08-22,22748,331,0,24,307
2025-08-23,22748,307,0,29,278
2025-08-24,22748,278,0,27,251
2025-08-25,22748,251,0,20,231
2025-08-26,22748,231,0,23,208
2025-08-27,22748,208,0,22,186
2025-08-28,22748,186,0,24,162
2025-08-29,22748,162,0,24,138
2025-08-30,22748,138,344,28,454
2025-08-31,22748,454,0,27,427
2025-09-01,22748,427,0,23,404
2025-09-02,22748,404,0,23,381
2025-09-03,22748,381,0,23,358
2025-09-04,22748,358,0,24,334
2025-09-05,22748,334,0,26,308
2025-09-06,22748,308,0,28,280
2025-09-07,22748,280,0,26,254
2025-09-08,22748,254,0,22,232
2025-09-09,22748,232,0,23,209
2025-09-10,22748,209,0,22,187
2025-09-11,22748,187,0,23,164
2025-09-12,22748,164,0,26,138
2025-09-13,22748,138,342,29,451
2025-09-14,22748,451,0,28,423
2025-09-15,22748,423,0,21,402
2025-09-16,22748,402,0,21,381
2025-09-17,22748,381,0,22,359
2025-09-18,22748,359,0,24,335
2025-09-19,22748,335,0,25,310
2025-09-20,22748,310,0,30,280
2025-09-21,22748,280,0,26,254
2025-09-22,22748,254,0,21,233
2025-09-23,22748,233,0,23,210
2025-09-24,22748,210,0,23,187
2025-09-25,22748,187,0,24,163
2025-09-26,22748,163,0,25,138
2025-09-27,22748,138,349,30,457
2025-09-28,22748,457,0,27,430
2025-09-29,22748,430,0,22,408
2025-09-30,22748,408,0,24,384
2025-10-01,22748,384,0,23,361
2025-10-02,22748,361,0,23,338
2025-10-03,22748,338,0,26,312
2025-10-04,22748,312,0,29,283
2025-10-05,22748,283,0,28,255
2025-10-06,22748,255,0,22,233
2025-10-07,22748,233,0,22,211
2025-10-08,22748,211,0,24,187
2025-10-09,22748,187,0,24,163
2025-10-10,22748,163,0,25,138
2025-10-11,22748,138,355,29,464
2025-10-12,22748,464,0,28,436
2025-10-13,22748,436,0,22,414
2025-10-14,22748,414,0,23,391
2025-10-15,22748,391,0,23,368
2025-10-16,22748,368,0,23,345
2025-10-17,22748,345,0,26,319
2025-10-18,22748,319,0,30,289
2025-10-19,22748,289,0,29,260
2025-10-20,22748,260,0,22,238
2025-10-21,22748,238,0,24,214
2025-10-22,22748,214,0,25,189
2025-10-23,22748,189,0,24,165
2025-10-24,22748,165,0,27,138
2025-10-25,22748,138,361,29,470
2025-10-26,22748,470,0,28,442
2025-10-27,22748,442,0,22,420
2025-10-28,22748,420,0,22,398
2025-10-29,22748,398,0,24,374
2025-10-30,22748,374,0,26,348
2025-10-31,22748,348,0,27,321
2025-11-01,22748,321,0,30,291
2025-11-02,22748,291,0,30,261
2025-11-03,22748,261,0,23,238
2025-11-04,22748,238,0,24,214
2025-11-05,22748,214,0,25,189
2025-11-06,22748,189,0,25,164
2025-11-07,22748,164,0,26,138
2025-11-08,22748,138,368,29,477
2025-11-09,22748,477,0,29,448
2025-11-10,22748,448,0,24,424
2025-11-11,22748,424,0,24,400
2025-11-12,22748,400,0,26,374
2025-11-13,22748,374,0,24,350
2025-11-14,22748,350,0,27,323
2025-11-15,22748,323,0,30,293
2025-11-16,22748,293,0,30,263
2025-11-17,22748,263,0,23,240
2025-11-18,22748,240,0,23,217
2025-11-19,22748,217,0,25,192
2025-11-20,22748,192,0,26,166
2025-11-21,22748,166,0,28,138
2025-11-22,22748,138,360,29,469
2025-11-23,22748,469,0,28,441
2025-11-24,22748,441,0,22,419
2025-11-25,22748,419,0,24,395
2025-11-26,22748,395,0,24,371
2025-11-27,22748,371,0,25,346
2025-11-28,22748,346,0,27,319
2025-11-29,22748,319,0,30,289
2025-11-30,22748,289,0,29,260
2025-12-01,22748,260,0,23,237
2025-12-02,22748,237,0,24,213
2025-12-03,22748,213,0,24,189
2025-12-04,22748,189,0,24,165
2025-12-05,22748,165,0,27,138
2025-12-06,22748,138,372,30,480
2025-12-07,22748,480,0,29,451
2025-12-08,22748,451,0,24,427
2025-12-09,22748,427,0,24,403
2025-12-10,22748,403,0,24,379
2025-12-11,22748,379,0,27,352
2025-12-12,22748,352,0,28,324
2025-12-13,22748,324,0,31,293
2025-12-14,22748,293,0,30,263
2025-12-15,22748,263,0,24,239
2025-12-16,22748,239,0,23,216
2025-12-17,22748,216,0,25,191
2025-12-18,22748,191,0,26,165
2025-12-19,22748,165,0,27,138
2025-12-20,22748,138,366,31,473
2025-12-21,22748,473,0,30,443
2025-12-22,22748,443,0,23,420
2025-12-23,22748,420,0,23,397
2025-12-24,22748,397,0,24,373
2025-12-25,22748,373,0,25,348
2025-12-26,22748,348,0,27,321
2025-12-27,22748,321,0,30,291
2025-12-28,22748,291,0,29,262
2025-12-29,22748,262,0,23,239
2025-12-30,22748,239,0,23,216
2025-12-31,22748,216,0,24,192
2026-01-01,22748,192,0,26,166
2026-01-02,22748,166,0,28,138
2026-01-03,22748,138,362,30,470
2026-01-04,22748,470,0,28,442
2026-01-05,22748,442,0,24,418
2026-01-06,22748,418,0,23,395
2026-01-07,22748,395,0,25,370
2026-01-08,22748,370,0,25,345
2026-01-09,22748,345,0,26,319
2026-01-10,22748,319,0,31,288
2026-01-11,22748,288,0,28,260
2026-01-12,22748,260,0,22,238
2026-01-13,22748,238,0,25,213
2026-01-14,22748,213,0,24,189
2026-01-15,22748,189,0,25,164
2026-01-16,22748,164,0,26,138
2026-01-17,22748,138,356,29,465
2026-01-18,22748,465,0,28,437
2026-01-19,22748,437,0,22,415
2026-01-20,22748,415,0,24,391
2026-01-21,22748,391,0,24,367
2026-01-22,22748,367,0,25,342
2026-01-23,22748,342,0,26,316
2026-01-24,22748,316,0,30,286
2026-01-25,22748,286,0,28,258
2026-01-26,22748,258,0,22,236
2026-01-27,22748,236,0,24,212
2026-01-28,22748,212,0,24,188
2026-01-29,22748,188,0,24,164
2026-01-30,22748,164,0,26,138
2026-01-31,22748,138,359,29,468
2026-02-01,22748,468,0,29,439
2026-02-02,22748,439,0,22,417
2026-02-03,22748,417,0,23,394
2026-02-04,22748,394,0,25,369
2026-02-05,22748,369,0,25,344
2026-02-06,22748,344,0,27,317
2026-02-07,22748,317,0,29,288
2026-02-08,22748,288,0,29,259
2026-02-09,22748,259,0,22,237
2026-02-10,22748,237,0,24,213
2026-02-11,22748,213,0,24,189
2026-02-12,22748,189,0,24,165
2026-02-13,22748,165,0,27,138
2026-02-14,22748,138,351,30,459
2026-02-15,22748,459,0,27,432
2026-02-16,22748,432,0,21,411
2026-02-17,22748,411,0,22,389
2026-02-18,22748,389,0,23,366
2026-02-19,22748,366,0,25,341
2026-02-20,22748,341,0,25,316
2026-02-21,22748,316,0,29,287
2026-02-22,22748,287,0,27,260
2026-02-23,22748,260,0,23,237
2026-02-24,22748,237,0,24,213
2026-02-25,22748,213,0,23,190
2026-02-26,22748,190,0,25,165
2026-02-27,22748,165,0,27,138
2026-02-28,22748,138,346,30,454
2026-03-01,22748,454,0,28,426
2026-03-02,22748,426,0,23,403
2026-03-03,22748,403,0,23,380
2026-03-04,22748,380,0,24,356
2026-03-05,22748,356,0,25,331
2026-03-06,22748,331,0,25,306
2026-03-07,22748,306,0,28,278
2026-03-08,22748,278,0,28,250
2026-03-09,22748,250,0,21,229
2026-03-10,22748,229,0,21,208
2026-03-11,22748,208,0,22,186
2026-03-12,22748,186,0,23,163
2026-03-13,22748,163,0,25,138
2026-03-14,22748,138,342,29,451
2026-03-15,22748,451,0,28,423
2026-03-16,22748,423,0,21,402
2026-03-17,22748,402,0,23,379
2026-03-18,22748,379,0,24,355
2026-03-19,22748,355,0,22,333
2026-03-20,22748,333,0,25,308
2026-03-21,22748,308,0,28,280
2026-03-22,22748,280,0,27,253
2026-03-23,22748,253,0,22,231
2026-03-24,22748,231,0,21,210
2026-03-25,22748,210,0,24,186
2026-03-26,22748,186,0,23,163
2026-03-27,22748,163,0,25,138
2026-03-28,22748,138,341,27,452
2026-03-29,22748,452,0,27,425
2026-03-30,22748,425,0,21,404
2026-03-31,22748,404,0,23,381
2026-04-01,22748,381,0,24,357
2026-04-02,22748,357,0,24,333
2026-04-03,22748,333,0,25,308
2026-04-04,22748,308,0,28,280
2026-04-05,22748,280,0,27,253
2026-04-06,22748,253,0,21,232
2026-04-07,22748,232,0,23,209
2026-04-08,22748,209,0,22,187
2026-04-09,22748,187,0,23,164
2026-04-10,22748,164,0,26,138
2026-04-11,22748,138,331,28,441
2026-04-12,22748,441,0,27,414
2026-04-13,22748,414,0,21,393
2026-04-14,22748,393,0,22,371
2026-04-15,22748,371,0,21,350
2026-04-16,22748,350,0,23,327
2026-04-17,22748,327,0,26,301
2026-04-18,22748,301,0,26,275
2026-04-19,22748,275,0,27,248
2026-04-20,22748,248,0,20,228
2026-04-21,22748,228,0,23,205
2026-04-22,22748,205,0,21,184
2026-04-23,22748,184,0,23,161
2026-04-24,22748,161,0,23,138
2026-04-25,22748,138,321,26,433
2026-04-26,22748,433,0,25,408
2026-04-27,22748,408,0,20,388
2026-04-28,22748,388,0,20,368
2026-04-29,22748,368,0,21,347
2026-04-30,22748,347,0,22,325
2026-05-01,22748,325,0,24,301
2026-05-02,22748,301,0,28,273
2026-05-03,22748,273,0,27,246
2026-05-04,22748,246,0,20,226
2026-05-05,22748,226,0,21,205
2026-05-06,22748,205,0,22,183
2026-05-07,22748,183,0,22,161
2026-05-08,22748,161,0,23,138
2026-05-09,22748,138,320,27,431
2026-05-10,22748,431,0,25,406
2026-05-11,22748,406,0,21,385
2026-05-12,22748,385,0,21,364
2026-05-13,22748,364,0,21,343
2026-05-14,22748,343,0,22,321
2026-05-15,22748,321,0,24,297
2026-05-16,22748,297,0,26,271
2026-05-17,22748,271,0,25,246
2026-05-18,22748,246,0,19,227
2026-05-19,22748,227,0,21,206
2026-05-20,22748,206,0,21,185
2026-05-21,22748,185,0,23,162
2026-05-22,22748,162,0,24,138
2026-05-23,22748,138,317,27,428
2026-05-24,22748,428,0,26,402
2026-05-25,22748,402,0,20,382
2026-05-26,22748,382,0,21,361
2026-05-27,22748,361,0,21,340
2026-05-28,22748,340,0,23,317
2026-05-29,22748,317,0,23,294
2026-05-30,22748,294,0,27,267
2026-05-31,22748,267,0,24,243
2026-06-01,22748,243,0,19,224
2026-06-02,22748,224,0,20,204
2026-06-03,22748,204,0,21,183
2026-06-04,22748,183,0,21,162
2026-06-05,22748,162,0,24,138
2026-06-06,22748,138,322,27,433
2026-06-07,22748,433,0,24,409
2026-06-08,22748,409,0,20,389
2026-06-09,22748,389,0,22,367
2026-06-10,22748,367,0,22,345
2026-06-11,22748,345,0,22,323
2026-06-12,22748,323,0,24,299
2026-06-13,22748,299,0,27,272
2026-06-14,22748,272,0,25,247
2026-06-15,22748,247,0,21,226
2026-06-16,22748,226,0,21,205
2026-06-17,22748,205,0,21,184
2026-06-18,22748,184,0,23,161
2026-06-19,22748,161,0,23,138
2026-06-20,22748,138,315,26,427
2026-06-21,22748,427,0,25,402
2026-06-22,22748,402,0,21,381
2026-06-23,22748,381,0,21,360
2026-06-24,22748,360,0,22,338
2026-06-25,22748,338,0,21,317
2026-06-26,22748,317,0,23,294
2026-06-27,22748,294,0,26,268
2026-06-28,22748,268,0,25,243
2026-06-29,22748,243,0,19,224
2026-06-30,22748,224,0,20,204
2026-07-01,22748,204,0,20,184
2026-07-02,22748,184,0,22,162
2026-07-03,22748,162,0,24,138
2026-07-04,22748,138,320,26,432
2026-07-05,22748,432,0,25,407
2026-07-06,22748,407,0,20,387
2026-07-07,22748,387,0,20,367
2026-07-08,22748,367,0,21,346
2026-07-09,22748,346,0,23,323
2026-07-10,22748,323,0,24,299
2026-07-11,22748,299,0,28,271
2026-07-12,22748,271,0,25,246
2026-07-13,22748,246,0,20,226
2026-07-14,22748,226,0,20,206
2026-07-15,22748,206,0,21,185
2026-07-16,22748,185,0,23,162
2026-07-17,22748,162,0,24,138
2026-07-18,22748,138,326,26,438
2026-07-19,22748,438,0,27,411
2026-07-20,22748,411,0,20,391
2026-07-21,22748,391,0,20,371
2026-07-22,22748,371,0,22,349
2026-07-23,22748,349,0,23,326
2026-07-24,22748,326,0,23,303
2026-07-25,22748,303,0,28,275
2026-07-26,22748,275,0,27,248
2026-07-27,22748,248,0,21,227
2026-07-28,22748,227,0,20,207
2026-07-29,22748,207,0,22,185
2026-07-30,22748,185,0,22,163
2026-07-31,22748,163,0,25,138
2026-08-01,22748,138,333,27,444
2026-08-02,22748,444,0,27,417
2026-08-03,22748,417,0,21,396
2026-08-04,22748,396,0,23,373
2026-08-05,22748,373,0,21,352
2026-08-06,22748,352,0,21,331
2026-08-07,22748,331,0,24,307
2026-08-08,22748,307,0,28,279
2026-08-09,22748,279,0,27,252
2026-08-10,22748,252,0,22,230
2026-08-11,22748,230,0,21,209
2026-08-12,22748,209,0,22,187
2026-08-13,22748,187,0,24,163
2026-08-14,22748,163,0,25,138
2026-08-15,22748,138,220,26,332
2026-08-16,22748,332,0,27,305
2026-08-17,22748,305,0,20,285
2026-08-18,22748,285,0,23,262
2026-08-19,22748,262,0,21,241
2026-08-20,22748,241,0,22,219
2026-08-21,22748,219,0,25,194
2026-08-22,22748,194,0,29,165
2026-08-23,22748,165,0,27,138
2026-08-24,22748,138,758,21,875
2026-08-25,22748,875,0,22,853
2026-08-26,22748,853,0,21,832
2026-08-27,22748,832,0,23,809
2026-08-28,22748,809,0,25,784
2026-08-29,22748,784,0,29,755
2026-08-30,22748,755,0,27,728
2026-08-31,22748,728,0,21,707
2026-09-01,22748,707,0,22,685
2026-09-02,22748,685,0,24,661
2026-09-03,22748,661,0,22,639
2026-09-04,22748,639,0,24,615
2026-09-05,22748,615,0,27,588
2026-09-06,22748,588,0,27,561
2026-09-07,22748,561,0,23,538
2026-09-08,22748,538,0,23,515
2026-09-09,22748,515,0,23,492
2026-09-10,22748,492,0,23,469
2026-09-11,22748,469,0,25,444
2026-09-12,22748,444,0,28,416
2026-09-13,22748,416,0,28,388
2024-09-14,22749,271,0,11,260
2024-09-15,22749,260,0,11,249
2024-09-16,22749,249,0,8,241
2024-09-17,22749,241,0,9,232
2024-09-18,22749,232,0,8,224
2024-09-19,22749,224,0,9,215
2024-09-20,22749,215,0,11,204
2024-09-21,22749,204,0,11,193
2024-09-22,22749,193,0,11,182
2024-09-23,22749,182,0,10,172
2024-09-24,22749,172,0,8,164
2024-09-25,22749,164,0,9,155
2024-09-26,22749,155,0,11,144
2024-09-27,22749,144,0,9,135
2024-09-28,22749,135,0,13,122
2024-09-29,22749,122,0,11,111
2024-09-30,22749,111,0,9,102
2024-10-01,22749,102,0,10,92
2024-10-02,22749,92,0,9,83
2024-10-03,22749,83,0,9,74
2024-10-04,22749,74,0,10,64
2024-10-05,22749,64,0,11,53
2024-10-06,22749,53,0,12,41
2024-10-07,22749,41,154,8,187
2024-10-08,22749,187,0,10,177
2024-10-09,22749,177,0,8,169
2024-10-10,22749,169,0,9,160
2024-10-11,22749,160,0,12,148
2024-10-12,22749,148,0,12,136
2024-10-13,22749,136,0,12,124
2024-10-14,22749,124,0,10,114
2024-10-15,22749,114,0,8,106
2024-10-16,22749,106,0,11,95
2024-10-17,22749,95,0,10,85
2024-10-18,22749,85,0,12,73
2024-10-19,22749,73,0,13,60
2024-10-20,22749,60,0,12,48
2024-10-21,22749,48,144,9,183
2024-10-22,22749,183,0,9,174
2024-10-23,22749,174,0,9,165
2024-10-24,22749,165,0,10,155
2024-10-25,22749,155,0,12,143
2024-10-26,22749,143,0,13,130
2024-10-27,22749,130,0,11,119
2024-10-28,22749,119,0,10,109
2024-10-29,22749,109,0,9,100
2024-10-30,22749,100,0,9,91
2024-10-31,22749,91,0,9,82
2024-11-01,22749,82,0,10,72
2024-11-02,22749,72,0,12,60
2024-11-03,22749,60,0,12,48
2024-11-04,22749,48,148,11,185
2024-11-05,22749,185,0,9,176
2024-11-06,22749,176,0,10,166
2024-11-07,22749,166,0,10,156
2024-11-08,22749,156,0,10,146
2024-11-09,22749,146,0,13,133
2024-11-10,22749,133,0,10,123
2024-11-11,22749,123,0,10,113
2024-11-12,22749,113,0,9,104
2024-11-13,22749,104,0,10,94
2024-11-14,22749,94,0,11,83
2024-11-15,22749,83,0,11,72
2024-11-16,22749,72,0,13,59
2024-11-17,22749,59,0,11,48
2024-11-18,22749,48,152,10,190
2024-11-19,22749,190,0,9,181
2024-11-20,22749,181,0,9,172
2024-11-21,22749,172,0,10,162
2024-11-22,22749,162,0,11,151
2024-11-23,22749,151,0,14,137
2024-11-24,22749,137,0,12,125
2024-11-25,22749,125,0,10,115
2024-11-26,22749,115,0,10,105
2024-11-27,22749,105,0,11,94
2024-11-28,22749,94,0,11,83
2024-11-29,22749,83,0,10,73
2024-11-30,22749,73,0,12,61
2024-12-01,22749,61,0,13,48
2024-12-02,22749,48,142,9,181
2024-12-03,22749,181,0,10,171
2024-12-04,22749,171,0,10,161
2024-12-05,22749,161,0,9,152
2024-12-06,22749,152,0,10,142
2024-12-07,22749,142,0,12,130
2024-12-08,22749,130,0,11,119
2024-12-09,22749,119,0,9,110
2024-12-10,22749,110,0,9,101
2024-12-11,22749,101,0,10,91
2024-12-12,22749,91,0,11,80
2024-12-13,22749,80,0,10,70
2024-12-14,22749,70,0,11,59
2024-12-15,22749,59,0,11,48
2024-12-16,22749,48,140,9,179
2024-12-17,22749,179,0,9,170
2024-12-18,22749,170,0,8,162
2024-12-19,22749,162,0,10,152
2024-12-20,22749,152,0,12,140
2024-12-21,22749,140,0,12,128
2024-12-22,22749,128,0,11,117
2024-12-23,22749,117,0,9,108
2024-12-24,22749,108,0,9,99
2024-12-25,22749,99,0,8,91
2024-12-26,22749,91,0,10,81
2024-12-27,22749,81,0,10,71
2024-12-28,22749,71,0,12,59
2024-12-29,22749,59,0,11,48
2024-12-30,22749,48,143,9,182
2024-12-31,22749,182,0,9,173
2025-01-01,22749,173,0,10,163
2025-01-02,22749,163,0,11,152
2025-01-03,22749,152,0,10,142
2025-01-04,22749,142,0,12,130
2025-01-05,22749,130,0,13,117
2025-01-06,22749,117,0,9,108
2025-01-07,22749,108,0,9,99
2025-01-08,22749,99,0,9,90
2025-01-09,22749,90,0,10,80
2025-01-10,22749,80,0,9,71
2025-01-11,22749,71,0,12,59
2025-01-12,22749,59,0,11,48
2025-01-13,22749,48,0,8,40
2025-01-14,22749,40,153,10,183
2025-01-15,22749,183,0,10,173
2025-01-16,22749,173,0,10,163
2025-01-17,22749,163,0,10,153
2025-01-18,22749,153,0,12,141
2025-01-19,22749,141,0,11,130
2025-01-20,22749,130,0,10,120
2025-01-21,22749,120,0,10,110
2025-01-22,22749,110,0,9,101
2025-01-23,22749,101,0,9,92
2025-01-24,22749,92,0,11,81
2025-01-25,22749,81,0,12,69
2025-01-26,22749,69,0,12,57
2025-01-27,22749,57,0,9,48
2025-01-28,22749,48,143,9,182
2025-01-29,22749,182,0,9,173
2025-01-30,22749,173,0,10,163
2025-01-31,22749,163,0,11,152
2025-02-01,22749,152,0,12,140
2025-02-02,22749,140,0,12,128
2025-02-03,22749,128,0,8,120
2025-02-04,22749,120,0,10,110
2025-02-05,22749,110,0,11,99
2025-02-06,22749,99,0,10,89
2025-02-07,22749,89,0,10,79
2025-02-08,22749,79,0,12,67
2025-02-09,22749,67,0,11,56
2025-02-10,22749,56,0,8,48
2025-02-11,22749,48,137,9,176
2025-02-12,22749,176,0,10,166
2025-02-13,22749,166,0,9,157
2025-02-14,22749,157,0,11,146
2025-02-15,22749,146,0,12,134
2025-02-16,22749,134,0,10,124
2025-02-17,22749,124,0,9,115
2025-02-18,22749,115,0,9,106
2025-02-19,22749,106,0,10,96
2025-02-20,22749,96,0,9,87
2025-02-21,22749,87,0,10,77
2025-02-22,22749,77,0,10,67
2025-02-23,22749,67,0,10,57
2025-02-24,22749,57,0,9,48
2025-02-25,22749,48,135,10,173
2025-02-26,22749,173,0,9,164
2025-02-27,22749,164,0,8,156
2025-02-28,22749,156,0,10,146
2025-03-01,22749,146,0,11,135
2025-03-02,22749,135,0,11,124
2025-03-03,22749,124,0,9,115
2025-03-04,22749,115,0,8,107
2025-03-05,22749,107,0,10,97
2025-03-06,22749,97,0,9,88
2025-03-07,22749,88,0,11,77
2025-03-08,22749,77,0,11,66
2025-03-09,22749,66,0,11,55
2025-03-10,22749,55,0,7,48
2025-03-11,22749,48,132,9,171
2025-03-12,22749,171,0,9,162
2025-03-13,22749,162,0,9,153
2025-03-14,22749,153,0,11,142
2025-03-15,22749,142,0,11,131
2025-03-16,22749,131,0,10,121
2025-03-17,22749,121,0,9,112
2025-03-18,22749,112,0,8,104
2025-03-19,22749,104,0,8,96
2025-03-20,22749,96,0,9,87
2025-03-21,22749,87,0,10,77
2025-03-22,22749,77,0,10,67
2025-03-23,22749,67,0,10,57
2025-03-24,22749,57,0,9,48
2025-03-25,22749,48,0,8,40
2025-03-26,22749,40,130,8,162
2025-03-27,22749,162,0,8,154
2025-03-28,22749,154,0,9,145
2025-03-29,22749,145,0,11,134
2025-03-30,22749,134,0,9,125
2025-03-31,22749,125,0,7,118
2025-04-01,22749,118,0,8,110
2025-04-02,22749,110,0,9,101
2025-04-03,22749,101,0,8,93
2025-04-04,22749,93,0,9,84
2025-04-05,22749,84,0,10,74
2025-04-06,22749,74,0,10,64
2025-04-07,22749,64,0,8,56
2025-04-08,22749,56,0,8,48
2025-04-09,22749,48,0,7,41
2025-04-10,22749,41,127,8,160
2025-04-11,22749,160,0,9,151
2025-04-12,22749,151,0,10,141
2025-04-13,22749,141,0,11,130
2025-04-14,22749,130,0,8,122
2025-04-15,22749,122,0,9,113
2025-04-16,22749,113,0,8,105
2025-04-17,22749,105,0,8,97
2025-04-18,22749,97,0,9,88
2025-04-19,22749,88,0,9,79
2025-04-20,22749,79,0,9,70
2025-04-21,22749,70,0,7,63
2025-04-22,22749,63,0,8,55
2025-04-23,22749,55,0,7,48
2025-04-24,22749,48,0,7,41
2025-04-25,22749,41,126,10,157
2025-04-26,22749,157,0,9,148
2025-04-27,22749,148,0,9,139
2025-04-28,22749,139,0,6,133
2025-04-29,22749,133,0,8,125
2025-04-30,22749,125,0,8,117
2025-05-01,22749,117,0,8,109
2025-05-02,22749,109,0,8,101
2025-05-03,22749,101,0,11,90
2025-05-04,22749,90,0,9,81
2025-05-05,22749,81,0,8,73
2025-05-06,22749,73,0,8,65
2025-05-07,22749,65,0,9,56
2025-05-08,22749,56,0,8,48
2025-05-09,22749,48,118,10,156
2025-05-10,22749,156,0,11,145
2025-05-11,22749,145,0,9,136
2025-05-12,22749,136,0,7,129
2025-05-13,22749,129,0,7,122
2025-05-14,22749,122,0,8,114
2025-05-15,22749,114,0,8,106
2025-05-16,22749,106,0,9,97
2025-05-17,22749,97,0,10,87
2025-05-18,22749,87,0,9,78
2025-05-19,22749,78,0,7,71
2025-05-20,22749,71,0,7,64
2025-05-21,22749,64,0,9,55
2025-05-22,22749,55,0,7,48
2025-05-23,22749,48,0,8,40
2025-05-24,22749,40,125,10,155
2025-05-25,22749,155,0,10,145
2025-05-26,22749,145,0,6,139
2025-05-27,22749,139,0,8,131
2025-05-28,22749,131,0,8,123
2025-05-29,22749,123,0,8,115
2025-05-30,22749,115,0,10,105
2025-05-31,22749,105,0,9,96
2025-06-01,22749,96,0,10,86
2025-06-02,22749,86,0,7,79
2025-06-03,22749,79,0,7,72
2025-06-04,22749,72,0,8,64
2025-06-05,22749,64,0,8,56
2025-06-06,22749,56,0,8,48
2025-06-07,22749,48,109,9,148
2025-06-08,22749,148,0,9,139
2025-06-09,22749,139,0,7,132
2025-06-10,22749,132,0,6,126
2025-06-11,22749,126,0,7,119
2025-06-12,22749,119,0,7,112
2025-06-13,22749,112,0,8,104
2025-06-14,22749,104,0,8,96
2025-06-15,22749,96,0,10,86
2025-06-16,22749,86,0,7,79
2025-06-17,22749,79,0,6,73
2025-06-18,22749,73,0,8,65
2025-06-19,22749,65,0,7,58
2025-06-20,22749,58,0,10,48
2025-06-21,22749,48,114,11,151
2025-06-22,22749,151,0,8,143
2025-06-23,22749,143,0,6,137
2025-06-24,22749,137,0,7,130
2025-06-25,22749,130,0,9,121
2025-06-26,22749,121,0,8,113
2025-06-27,22749,113,0,10,103
2025-06-28,22749,103,0,9,94
2025-06-29,22749,94,0,10,84
2025-06-30,22749,84,0,6,78
2025-07-01,22749,78,0,7,71
2025-07-02,22749,71,0,7,64
